-3987.83	18238.2	1979.41	437.332
-3987.83	18238.2	1977.72	444.647
-3987.83	18238.2	1976.02	463.775
-3987.83	18238.2	1974.33	444.502
-3987.83	18238.2	1972.64	444.429
-3987.83	18238.2	1970.94	450.261
-3987.83	18238.2	1969.25	450.187
-3987.83	18238.2	1967.56	444.21
-3987.83	18238.2	1965.86	422.004
-3987.83	18238.2	1964.17	424.885
-3987.83	18238.2	1962.47	463.166
-3987.83	18238.2	1960.78	433.593
-3987.83	18238.2	1959.08	432.047
-3987.83	18238.2	1957.39	433.45
-3987.83	18238.2	1955.69	482.022
-3987.83	18238.2	1953.99	449.518
-3987.83	18238.2	1952.3	447.969
-3987.83	18238.2	1950.6	440.528
-3987.83	18238.2	1948.9	474.335
-3987.83	18238.2	1947.21	443.326
-3987.83	18238.2	1945.51	425.58
-3987.83	18238.2	1943.81	454.956
-3987.83	18238.2	1942.11	422.493
-3987.83	18238.2	1940.41	398.873
-3987.83	18238.2	1938.71	438.539
-3987.83	18238.2	1937.01	429.636
-3987.83	18238.2	1935.32	438.39
-3987.83	18238.2	1933.62	441.258
-3987.83	18238.2	1931.92	447.066
-3987.83	18238.2	1930.22	433.756
-3987.83	18238.2	1928.51	448.384
-3987.83	18238.2	1926.81	445.368
-3987.83	18238.2	1925.11	424.717
-3987.83	18238.2	1923.41	405.543
-3987.83	18238.2	1921.71	426.041
-3987.83	18238.2	1920.01	395.122
-3987.83	18238.2	1918.31	418.552
-3987.83	18238.2	1916.6	425.822
-3987.83	18238.2	1914.9	441.898
-3987.83	18238.2	1913.2	431.547
-3987.83	18238.2	1911.49	441.746
-3987.83	18238.2	1909.79	447.539
-3987.83	18238.2	1908.09	422.521
-3987.83	18238.2	1906.38	410.714
-3987.83	18238.2	1904.68	429.708
-3987.83	18238.2	1902.97	434.032
-3987.83	18238.2	1901.27	445.686
-3987.83	18238.2	1899.56	430.95
-3987.83	18238.2	1897.85	413.288
-3987.83	18238.2	1896.15	408.82
-3987.83	18238.2	1894.44	442.445
-3987.83	18238.2	1892.74	433.579
-3987.83	18238.2	1891.03	412.999
-3987.83	18238.2	1889.32	412.927
-3987.83	18238.2	1887.61	431.887
-3987.83	18238.2	1885.91	431.811
-3987.83	18238.2	1884.2	425.881
-3987.83	18238.2	1882.49	430.196
-3987.83	18238.2	1880.78	435.972
-3987.83	18238.2	1879.07	449.06
-3987.83	18238.2	1877.36	435.818
-3987.83	18238.2	1875.65	381.639
-3987.83	18238.2	1873.94	453.207
-3987.83	18238.2	1872.23	444.357
-3987.83	18238.2	1870.52	404.819
-3987.83	18238.2	1868.81	433.97
-3987.83	18238.2	1867.1	428.049
-3987.83	18238.2	1865.39	387.075
-3987.83	18238.2	1863.68	411.832
-3987.83	18238.2	1861.96	417.599
-3987.83	18238.2	1860.25	454.022
-3987.83	18238.2	1858.54	449.561
-3987.83	18238.2	1856.82	437.806
-3987.83	18238.2	1855.11	437.727
-3987.83	18238.2	1853.4	428.896
-3987.83	18238.2	1851.68	406.94
-3987.83	18238.2	1849.97	411.242
-3987.83	18238.2	1848.25	399.503
-3987.83	18238.2	1846.54	411.093
-3987.83	18238.2	1844.82	425.594
-3987.83	18238.2	1843.11	419.688
-3987.83	18238.2	1841.39	405.042
-3987.83	18238.2	1839.68	399.142
-3987.83	18238.2	1837.96	409.265
-3987.83	18238.2	1836.24	438.314
-3987.83	18238.2	1834.53	404.748
-3987.83	18238.2	1832.81	419.231
-3987.83	18238.2	1831.09	439.53
-3987.83	18238.2	1829.37	443.816
