-31636.0	7800.0	1311.89	2171.42
-31636.0	7800.0	1310.78	2277.81
-31636.0	7800.0	1309.68	2211.6
-31636.0	7800.0	1308.58	2211.25
-31636.0	7800.0	1307.48	2229.05
-31636.0	7800.0	1306.38	2258.2
-31636.0	7800.0	1305.28	2205.65
-31636.0	7800.0	1304.18	2148.57
-31636.0	7800.0	1303.07	2232.16
-31636.0	7800.0	1301.97	2225.0
-31636.0	7800.0	1300.87	2274.53
-31636.0	7800.0	1299.77	2190.28
-31636.0	7800.0	1298.66	2239.8
-31636.0	7800.0	1297.56	2280.24
-31636.0	7800.0	1296.46	2266.28
-31636.0	7800.0	1295.35	2179.81
-31636.0	7800.0	1294.25	2258.75
-31636.0	7800.0	1293.15	2167.78
-31636.0	7800.0	1292.04	2269.35
-31636.0	7800.0	1290.94	2291.63
-31636.0	7800.0	1289.83	2239.19
-31636.0	7800.0	1288.73	2168.65
-31636.0	7800.0	1287.63	2141.14
-31636.0	7800.0	1286.52	2156.64
-31636.0	7800.0	1285.42	2246.79
-31636.0	7800.0	1284.31	2248.69
-31636.0	7800.0	1283.21	2189.52
-31636.0	7800.0	1282.1	2175.6
-31636.0	7800.0	1280.99	2182.03
-31636.0	7800.0	1279.89	2197.5
-31636.0	7800.0	1278.78	2183.59
-31636.0	7800.0	1277.68	2205.83
-31636.0	7800.0	1276.57	2117.35
-31636.0	7800.0	1275.46	2180.27
-31636.0	7800.0	1274.36	2268.02
-31636.0	7800.0	1273.25	2242.8
-31636.0	7800.0	1272.14	2242.44
-31636.0	7800.0	1271.04	2133.7
-31636.0	7800.0	1269.93	2225.91
-31636.0	7800.0	1268.82	2178.15
-31636.0	7800.0	1267.71	2204.88
-31636.0	7800.0	1266.61	2118.78
-31636.0	7800.0	1265.5	2170.32
-31636.0	7800.0	1264.39	2158.69
-31636.0	7800.0	1263.28	2176.38
-31636.0	7800.0	1262.17	2121.91
-31636.0	7800.0	1261.06	2243.31
-31636.0	7800.0	1259.95	2195.61
-31636.0	7800.0	1258.84	2138.91
-31636.0	7800.0	1257.74	2201.66
-31636.0	7800.0	1256.63	2158.49
-31636.0	7800.0	1255.52	2234.73
-31636.0	7800.0	1254.41	2229.86
-31636.0	7800.0	1253.3	2148.42
-31636.0	7800.0	1252.19	2172.84
-31636.0	7800.0	1251.08	2167.99
-31636.0	7800.0	1249.96	2210.4
-31636.0	7800.0	1248.85	2156.02
-31636.0	7800.0	1247.74	2173.67
-31636.0	7800.0	1246.63	2177.82
-31636.0	7800.0	1245.52	2188.71
-31636.0	7800.0	1244.41	2186.1
-31636.0	7800.0	1243.3	2167.76
-31636.0	7800.0	1242.18	2203.37
-31636.0	7800.0	1241.07	2198.52
-31636.0	7800.0	1239.96	2153.2
-31636.0	7800.0	1238.85	2085.43
-31636.0	7800.0	1237.74	2152.5
-31636.0	7800.0	1236.62	2116.2
-31636.0	7800.0	1235.51	2145.05
-31636.0	7800.0	1234.4	2014.45
-31636.0	7800.0	1233.28	2160.07
-31636.0	7800.0	1232.17	2159.71
-31636.0	7800.0	1231.06	2150.38
-31636.0	7800.0	1229.94	2143.29
-31636.0	7800.0	1228.83	2100.31
-31636.0	7800.0	1227.71	2182.97
-31636.0	7800.0	1226.6	2126.53
-31636.0	7800.0	1225.48	2117.21
